text,cleaned_text,label,split,post_id
testing testing <user> <user> <user> <user> speak freely gab fam rotting moldy nigger tit flap cheese pus retard assfucking retarded nigger penis head ballsacks lots and lots of ballsacks on andrew torba forehead,testing testing user user user user speak freely gab fam rotting moldy nigger tit flap cheese pu retard assfucking retarded nigger penis head ballsacks lot lot ballsacks andrew torba forehead,African,train,1179086077648347136_twitter
<user> this is the sickness that islamist govt infiltration brings to canada letmaxspeak,user sickness islamist govt infiltration brings canada letmaxspeak,General,train,1167039142045343745_twitter
<user> <user> and she ’ a fucking raghead moslem intentional spelling,user user fucking raghead moslem intentional spelling,General,train,1115554198853173249_twitter
always a fucking kike,always fucking kike,General,train,11461970_gab
you can see the gook genes,see gook gene,General,train,19465121_gab
time to pack it in and let the jews win guys some spic who shot up a school had a loose connection to some larping white nationalists,time pack let jew win guy spic shot school loose connection larping white nationalist,Hispanic,train,19899719_gab
or because you have the entire mainstream media most of hollywood most of washington in your back pocket history will tell the truth muzzy boy barry,entire mainstream medium hollywood washington back pocket history tell truth muzzy boy barry,General,train,20717209_gab
<number> contempt of court standing outside reporting on muslim rape gangs this is insane,number contempt court standing outside reporting muslim rape gang insane,Muslim/Arab,train,26356641_gab
oklahoma mudshark is attacked while holding her <number> month old mudrat,oklahoma mudshark attacked holding number month old mudrat,General,train,13822510_gab
at least those cities have ports las vegas is literally a nigger mosh pit in the middle of the desert,least city port la vega literally nigger mosh pit middle desert,African,train,26215454_gab
ira because i cannot get behind christians killing christians without fellow white people involvement especially considering the ira never once said a bad word about infinite nigger migration and the rapes that came with it,ira cannot get behind christian killing christian without fellow white people involvement especially considering ira never said bad word infinite nigger migration rape came,African,train,15730351_gab
<user> good nite trailer trash,user good nite trailer trash,General,train,1178488318281031680_twitter
when you watch king like movies do they start off with a nigga cashing a bitch out at the gucci store 😂 😂 😂,watch king like movie start nigga cashing bitch gucci store,African,train,1144115026749358080_twitter
woops i am completing forms and have personal info in my head i am stealing nigger snap benefits and then tomorrow applying for credit cards in their names i have got zero white guilt about this cultural appropriation bro,woops completing form personal info head stealing nigger snap benefit tomorrow applying credit card name got zero white guilt cultural appropriation bro,African,train,15746206_gab
good job the little nigger sow was probably getting ready to shoplift some of that candy you did walgreen a favor,good job little nigger sow probably getting ready shoplift candy walgreen favor,African,train,20602307_gab
if i were president i d tell taiwan south korea and japan to build nukes ballistic missiles then once they had enough nukes to destroy china and north korea i d withdraw all troops and close all military bases there let china norks destroy themselves attacking their fellow asians before us,president tell taiwan south korea japan build nuke ballistic missile enough nuke destroy china north korea withdraw troop close military base let china norks destroy attacking fellow asian,Asian,train,15298380_gab
